iteration,best_score
0,15.394080488146363
1,15.340661644175158
2,15.254277890288733
3,15.254277890288733
4,15.24903775992568
5,15.213027244543815
6,15.213027244543815
7,15.213027244543815
8,15.213027244543815
9,15.213027244543815
10,15.213027244543815
11,15.213027244543815
12,15.213027244543815
13,15.13638544577682
14,15.091373501723517
15,15.045679851159871
16,15.045679851159871
17,15.045679851159871
18,14.956670494974798
19,14.956670494974798
20,14.8907377725251
21,14.8907377725251
22,14.8907377725251
23,14.848544332676223
24,14.736374030866163
25,14.736374030866163
26,14.736374030866163
27,14.736374030866163
28,14.736374030866163
29,14.736374030866163
30,14.736374030866163
31,14.736374030866163
32,14.736374030866163
33,14.736374030866163
34,14.736374030866163
35,14.736374030866163
36,14.736374030866163
37,14.736374030866163
38,14.692804097271052
39,14.692804097271052
40,14.666486898167566
41,14.666486898167566
42,14.607872728840437
43,14.56890423957996
44,14.278281022023695
45,14.278281022023695
46,14.278281022023695
47,14.278281022023695
48,14.278281022023695
49,14.278281022023695
50,14.278281022023695
51,14.278281022023695
52,14.278281022023695
53,14.239223473460113
54,14.212487994204581
55,14.113284034247776
56,14.113284034247776
57,14.113284034247776
58,14.113284034247776
59,14.113284034247776
60,14.113284034247776
61,14.113284034247776
62,14.113284034247776
63,14.113284034247776
64,14.113284034247776
65,14.113284034247776
66,14.113284034247776
67,14.113284034247776
68,14.113284034247776
69,14.113284034247776
70,14.113284034247776
71,14.113284034247776
72,14.113284034247776
73,14.113284034247776
74,14.113284034247776
75,14.113284034247776
76,14.113284034247776
77,14.113284034247776
78,14.113284034247776
79,14.113284034247776
80,14.113284034247776
81,14.113284034247776
82,14.113284034247776
83,14.113284034247776
84,14.113284034247776
85,14.113284034247776
86,14.113284034247776
87,14.113284034247776
88,14.113284034247776
89,14.113284034247776
90,14.113284034247776
91,14.113284034247776
92,14.113284034247776
93,14.113284034247776
94,14.113284034247776
95,14.113284034247776
96,14.113284034247776
97,14.113284034247776
98,14.113284034247776
99,14.113284034247776
100,14.113284034247776
