iteration,best_score
0,15.219489913693662
1,15.207242013079247
2,15.207242013079247
3,15.179811147362585
4,15.179811147362585
5,15.163466728451331
6,15.154770293546324
7,15.154770293546324
8,15.154770293546324
9,15.154770293546324
10,15.109044376676923
11,15.102781555920764
12,15.102781555920764
13,15.05366567401454
14,15.05366567401454
15,15.00607754961794
16,14.949552473348826
17,14.949552473348826
18,14.949552473348826
19,14.942417930662073
20,14.857912751141477
21,14.842340821059608
22,14.795171576040287
23,14.72762143755263
24,14.72762143755263
25,14.672176395385115
26,14.672176395385115
27,14.672176395385115
28,14.630722402392326
29,14.574659231679078
30,14.574659231679078
31,14.574659231679078
32,14.574659231679078
33,14.540775194806267
34,14.540775194806267
35,14.540775194806267
36,14.540775194806267
37,14.532448301200862
38,14.532448301200862
39,14.532448301200862
40,14.532448301200862
41,14.515045475250643
42,14.467207062422352
43,14.426045965182428
44,14.309587212738315
45,14.226810048753451
46,14.138675021817342
47,14.105139388383378
48,14.105139388383378
49,14.105139388383378
50,14.10183262458887
51,13.899324352544497
52,13.895909205778256
53,13.895909205778256
54,13.895909205778256
55,13.895909205778256
56,13.895909205778256
57,13.743708574459045
58,13.676980735946621
59,13.676980735946621
60,13.676980735946621
61,13.663239796524769
62,13.663239796524769
63,13.517893603071789
64,13.496869142388388
65,13.496869142388388
66,13.496869142388388
67,13.496869142388388
68,13.496869142388388
69,13.496869142388388
70,13.496869142388388
71,13.496869142388388
72,13.496869142388388
73,13.496869142388388
74,13.496869142388388
75,13.496869142388388
76,13.496869142388388
77,13.496869142388388
78,13.496869142388388
79,13.496869142388388
80,13.496869142388388
81,13.496869142388388
82,13.496869142388388
83,13.496869142388388
84,13.496869142388388
85,13.496869142388388
86,13.496869142388388
87,13.496869142388388
88,13.496869142388388
89,13.496869142388388
90,13.496869142388388
91,13.496869142388388
92,13.496869142388388
93,13.496869142388388
94,13.496869142388388
95,13.496869142388388
96,13.496869142388388
97,13.496869142388388
98,13.496869142388388
99,13.496869142388388
100,13.496869142388388
